Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Seat comfort,Departure/Arrival time convenient,Food and drink,Gate location,Inflight wifi service,Inflight entertainment,Online support,Ease of Online booking,On-board service,Leg room service,Baggage handling,Checkin service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes,Satisfaction
Female,Loyal Customer,44,Personal Travel,Eco,846,4,3,4,3,5,2,3,2,2,4,2,1,2,4,103.0,108.0,satisfied
Female,Loyal Customer,43,Personal Travel,Eco,1111,3,5,5,5,3,1,3,3,3,3,3,5,3,5,0.0,0.0,satisfied
Female,Loyal Customer,33,Business travel,Business,3941,1,1,1,1,2,1,2,4,4,4,4,5,4,5,3.0,6.0,satisfied
Female,Loyal Customer,47,Business travel,Business,318,1,1,1,1,4,4,4,5,5,5,5,3,5,5,0.0,0.0,satisfied
Female,Loyal Customer,47,Business travel,Business,2854,3,3,3,3,2,5,4,4,4,4,4,5,4,4,4.0,0.0,satisfied
Female,Loyal Customer,33,Business travel,Business,1614,4,4,4,4,3,4,5,5,5,5,5,5,5,5,0.0,1.0,satisfied
Male,disloyal Customer,23,Business travel,Business,2316,4,5,3,3,5,3,5,5,4,2,5,5,5,5,0.0,0.0,satisfied
Male,Loyal Customer,53,Business travel,Business,2485,4,4,4,4,3,4,4,4,4,4,4,4,4,4,0.0,0.0,satisfied
Female,Loyal Customer,42,Business travel,Eco,328,3,2,4,2,4,3,3,3,3,3,3,3,3,1,0.0,0.0,neutral or dissatisfied
Male,Loyal Customer,52,Business travel,Business,882,1,1,1,1,4,4,5,5,5,5,5,3,5,4,10.0,0.0,satisfied
Male,disloyal Customer,22,Business travel,Eco,2904,5,4,4,2,2,4,2,2,4,2,3,4,5,2,0.0,0.0,satisfied
Male,disloyal Customer,42,Business travel,Business,1540,5,5,5,1,5,5,1,5,4,5,5,4,4,5,93.0,83.0,satisfied
Male,Loyal Customer,58,Business travel,Business,2328,2,2,2,2,2,5,4,4,4,4,4,4,4,4,0.0,0.0,satisfied
Female,Loyal Customer,38,Business travel,Eco,1943,5,4,1,1,5,5,5,5,5,2,1,2,1,5,0.0,23.0,satisfied
Female,Loyal Customer,51,Business travel,Business,1125,2,2,2,2,4,4,4,4,4,4,4,3,4,3,0.0,2.0,satisfied
Female,Loyal Customer,33,Personal Travel,Eco,2094,3,3,3,3,5,4,4,2,2,2,2,4,2,4,57.0,50.0,satisfied
Female,Loyal Customer,36,Business travel,Business,3628,0,0,0,5,1,1,5,2,2,2,2,3,2,2,0.0,0.0,satisfied
Female,Loyal Customer,15,Personal Travel,Eco,1247,4,4,1,4,4,4,4,4,3,3,3,1,1,4,0.0,0.0,satisfied
Female,Loyal Customer,9,Personal Travel,Eco,1586,5,5,3,5,5,5,5,4,4,4,4,5,4,4,0.0,0.0,satisfied
Male,Loyal Customer,48,Business travel,Business,3365,4,4,4,4,5,5,4,4,4,4,4,3,4,4,0.0,0.0,satisfied
Male,Loyal Customer,34,Personal Travel,Eco,1905,4,4,4,4,1,4,1,1,1,3,4,2,3,1,9.0,22.0,neutral or dissatisfied
Female,disloyal Customer,27,Personal Travel,Eco,2011,2,4,0,4,4,0,4,4,3,2,5,3,4,4,13.0,1.0,neutral or dissatisfied
Male,disloyal Customer,23,Business travel,Eco,1553,4,0,4,3,2,4,2,2,5,4,4,4,4,2,58.0,52.0,satisfied
Female,Loyal Customer,62,Business travel,Business,2702,3,4,2,4,4,2,3,3,3,3,3,3,3,1,11.0,7.0,neutral or dissatisfied
Female,Loyal Customer,45,Business travel,Eco Plus,563,1,2,2,2,4,3,4,1,1,1,1,1,1,2,0.0,9.0,neutral or dissatisfied
Male,Loyal Customer,31,Business travel,Business,3569,1,5,5,5,1,1,1,1,4,3,3,3,3,1,59.0,45.0,neutral or dissatisfied
Male,disloyal Customer,22,Business travel,Eco,1748,4,0,4,3,2,4,3,2,5,2,4,3,4,2,10.0,3.0,neutral or dissatisfied
Female,Loyal Customer,10,Personal Travel,Eco,1382,2,2,2,2,5,5,5,4,4,4,4,3,4,4,20.0,12.0,satisfied
Female,disloyal Customer,61,Business travel,Eco,1192,4,2,4,3,4,4,4,4,1,3,3,1,3,4,0.0,0.0,neutral or dissatisfied
Female,Loyal Customer,12,Personal Travel,Eco,1718,3,3,3,3,2,4,4,5,5,5,5,3,5,3,0.0,0.0,satisfied
Female,Loyal Customer,57,Business travel,Business,3304,4,4,4,4,2,5,4,5,5,4,5,3,5,5,0.0,0.0,satisfied
Female,Loyal Customer,39,Business travel,Business,3503,3,1,1,1,3,4,4,3,3,3,3,1,3,4,2.0,0.0,neutral or dissatisfied
Female,disloyal Customer,23,Business travel,Business,1350,3,1,3,3,1,3,1,1,4,5,4,1,3,1,7.0,3.0,neutral or dissatisfied
Female,Loyal Customer,68,Personal Travel,Eco,1109,5,4,4,5,5,4,5,5,5,3,4,4,4,5,0.0,0.0,satisfied
Female,Loyal Customer,32,Business travel,Eco Plus,2172,3,3,3,3,3,3,3,3,2,2,4,1,4,3,0.0,0.0,neutral or dissatisfied
Male,Loyal Customer,63,Personal Travel,Eco,1078,2,4,2,3,5,2,5,5,1,5,3,3,4,5,0.0,0.0,neutral or dissatisfied
Female,Loyal Customer,39,Personal Travel,Eco,1328,5,5,1,5,4,4,5,5,5,5,5,5,5,4,0.0,0.0,satisfied
Female,Loyal Customer,62,Business travel,Business,3752,4,4,4,4,3,4,3,4,4,3,4,4,4,1,60.0,54.0,neutral or dissatisfied
Female,disloyal Customer,43,Business travel,Eco,1509,2,0,2,4,4,2,4,4,4,3,2,4,5,4,0.0,3.0,neutral or dissatisfied
Female,Loyal Customer,69,Business travel,Business,286,3,3,3,3,5,4,5,5,5,5,5,3,5,5,27.0,27.0,satisfied
Male,Loyal Customer,48,Personal Travel,Eco,2131,4,5,4,3,4,4,2,4,2,3,1,4,4,4,17.0,0.0,satisfied
Female,Loyal Customer,34,Business travel,Business,3399,1,2,2,2,3,3,3,1,1,1,1,4,1,4,128.0,115.0,neutral or dissatisfied
Male,Loyal Customer,38,Business travel,Eco Plus,1686,3,3,2,2,3,3,3,3,4,5,4,2,4,3,10.0,18.0,neutral or dissatisfied
Male,Loyal Customer,46,Business travel,Eco Plus,1683,4,4,4,4,4,4,4,4,4,1,4,3,3,4,0.0,1.0,neutral or dissatisfied
Male,disloyal Customer,23,Business travel,Business,1736,0,0,0,3,4,0,4,4,4,3,4,5,4,4,33.0,20.0,satisfied
Male,disloyal Customer,23,Business travel,Eco,3019,3,3,3,1,5,3,5,5,3,4,3,5,5,5,0.0,0.0,neutral or dissatisfied
Female,disloyal Customer,28,Business travel,Business,2070,0,0,0,3,4,0,4,4,3,2,5,3,4,4,0.0,0.0,satisfied
Male,Loyal Customer,30,Business travel,Business,5055,5,5,5,5,4,4,4,4,4,3,5,5,4,4,2.0,1.0,satisfied
Male,Loyal Customer,29,Business travel,Business,4218,5,5,5,5,5,4,5,5,5,1,1,5,2,5,0.0,0.0,satisfied
Male,Loyal Customer,31,Personal Travel,Eco,3615,2,4,1,2,4,1,4,4,3,5,5,4,5,4,0.0,0.0,neutral or dissatisfied
Female,Loyal Customer,49,Business travel,Business,1306,4,4,1,4,5,5,4,4,4,4,4,3,4,3,13.0,0.0,satisfied
Male,Loyal Customer,46,Business travel,Business,2735,2,2,2,2,4,4,4,5,5,5,5,4,5,3,57.0,32.0,satisfied
Male,Loyal Customer,49,Personal Travel,Eco,2164,2,4,1,2,4,1,4,4,4,3,3,1,4,4,0.0,0.0,neutral or dissatisfied
Male,Loyal Customer,44,Personal Travel,Eco,2167,4,4,4,3,4,4,1,4,5,3,5,4,4,4,0.0,0.0,neutral or dissatisfied
Female,Loyal Customer,17,Personal Travel,Eco,2536,1,1,1,1,3,4,5,5,5,5,5,3,5,4,0.0,0.0,satisfied
Male,Loyal Customer,43,Business travel,Eco,1920,5,2,2,2,5,5,5,5,4,1,4,5,2,5,0.0,0.0,satisfied
Female,Loyal Customer,35,Personal Travel,Eco,2181,2,2,2,2,5,5,5,5,3,4,5,1,3,5,0.0,0.0,satisfied
Female,Loyal Customer,41,Personal Travel,Eco,2624,5,5,5,1,3,5,3,3,5,4,5,4,5,3,47.0,31.0,satisfied
Female,Loyal Customer,42,Business travel,Business,1614,4,4,4,4,2,4,5,2,2,2,2,4,2,3,0.0,0.0,satisfied
Female,Loyal Customer,54,Business travel,Business,2349,3,3,3,3,5,5,5,2,2,2,2,3,2,5,0.0,0.0,satisfied
Female,Loyal Customer,60,Business travel,Business,2305,4,4,4,4,5,5,5,5,5,5,5,5,5,4,0.0,0.0,satisfied
Male,Loyal Customer,33,Business travel,Eco Plus,2460,5,5,5,5,5,5,5,5,2,2,4,4,1,5,10.0,0.0,satisfied
Male,Loyal Customer,45,Personal Travel,Eco,2169,2,4,2,5,3,2,3,3,5,2,5,4,4,3,0.0,0.0,neutral or dissatisfied
Male,disloyal Customer,38,Business travel,Eco Plus,1636,3,3,3,4,2,3,2,2,3,5,2,4,1,2,0.0,2.0,neutral or dissatisfied
Male,Loyal Customer,56,Business travel,Business,1772,3,3,3,3,2,3,4,5,5,5,5,4,5,4,26.0,7.0,satisfied
Male,Loyal Customer,16,Personal Travel,Eco,2274,5,5,5,4,4,5,4,4,3,2,4,5,4,4,26.0,15.0,satisfied
Female,disloyal Customer,25,Business travel,Business,1560,3,0,2,4,3,2,3,3,4,5,5,3,4,3,1.0,0.0,neutral or dissatisfied
Male,Loyal Customer,45,Business travel,Business,3104,5,5,5,5,5,4,5,4,4,4,4,4,4,5,0.0,0.0,satisfied
Female,Loyal Customer,27,Personal Travel,Eco,3653,4,4,4,4,2,4,5,4,4,4,4,1,4,3,0.0,0.0,satisfied
Male,Loyal Customer,56,Business travel,Business,2771,3,3,3,3,3,5,4,4,4,4,5,4,4,5,28.0,11.0,satisfied
Female,Loyal Customer,24,Personal Travel,Eco,2321,5,5,5,5,4,4,4,4,1,2,5,3,4,4,15.0,19.0,satisfied
Male,Loyal Customer,72,Business travel,Eco Plus,1438,1,1,5,1,1,1,1,1,1,1,4,1,4,1,6.0,0.0,neutral or dissatisfied
Female,Loyal Customer,70,Personal Travel,Eco,556,1,1,1,1,4,5,5,4,4,4,4,5,4,4,0.0,0.0,satisfied
Male,Loyal Customer,25,Business travel,Business,5197,4,4,1,4,5,5,5,5,3,3,4,4,5,5,0.0,0.0,satisfied
Female,Loyal Customer,72,Business travel,Eco,1638,2,2,2,2,5,2,2,2,2,2,2,3,2,3,0.0,0.0,neutral or dissatisfied
Male,disloyal Customer,8,Business travel,Eco,2009,3,1,4,2,2,4,3,2,3,4,3,3,2,2,17.0,17.0,neutral or dissatisfied
Female,Loyal Customer,46,Business travel,Business,1528,2,3,3,3,4,4,3,2,2,2,2,3,2,3,0.0,5.0,neutral or dissatisfied
Female,Loyal Customer,19,Personal Travel,Eco,2210,1,1,1,1,4,5,5,5,4,5,5,5,4,5,0.0,0.0,satisfied
Male,Loyal Customer,55,Personal Travel,Eco,2459,4,5,4,4,2,4,2,2,4,4,1,3,4,2,0.0,0.0,neutral or dissatisfied
Female,Loyal Customer,33,Personal Travel,Eco,2155,4,1,1,1,2,3,1,4,4,4,4,5,4,3,0.0,0.0,satisfied
Female,Loyal Customer,42,Business travel,Business,2630,2,5,5,5,5,3,3,2,2,2,2,3,2,1,22.0,30.0,neutral or dissatisfied
Male,Loyal Customer,36,Business travel,Business,1939,2,2,2,2,4,3,5,5,5,5,5,4,5,3,7.0,26.0,satisfied
Female,Loyal Customer,72,Business travel,Business,540,2,3,3,3,3,4,4,2,2,2,2,1,2,2,0.0,0.0,neutral or dissatisfied
Female,Loyal Customer,39,Business travel,Business,4004,2,2,3,2,5,4,5,4,4,4,4,4,4,5,0.0,0.0,satisfied
Male,Loyal Customer,43,Business travel,Business,2999,1,1,1,1,2,3,4,4,4,4,4,2,4,2,0.0,0.0,satisfied
Male,Loyal Customer,37,Business travel,Business,3697,3,5,5,5,1,3,3,3,3,2,3,2,3,2,1.0,0.0,neutral or dissatisfied
Male,Loyal Customer,17,Personal Travel,Eco,1865,3,5,3,2,4,3,4,4,5,4,5,3,5,4,10.0,30.0,neutral or dissatisfied
Male,disloyal Customer,52,Business travel,Business,2188,3,3,3,4,2,3,2,2,4,4,4,4,5,2,0.0,0.0,neutral or dissatisfied
Male,disloyal Customer,37,Business travel,Business,2571,4,4,4,2,4,4,4,4,5,4,5,5,5,4,77.0,70.0,neutral or dissatisfied
Female,disloyal Customer,38,Business travel,Business,1432,3,3,3,4,3,3,3,3,3,4,5,3,5,3,4.0,0.0,neutral or dissatisfied
Male,Loyal Customer,9,Business travel,Business,3649,1,4,4,4,2,1,1,3,3,2,4,1,2,1,11.0,23.0,neutral or dissatisfied
Male,Loyal Customer,45,Business travel,Business,2963,2,3,3,3,2,4,4,2,2,3,2,1,2,2,0.0,0.0,neutral or dissatisfied
Male,Loyal Customer,25,Business travel,Eco,3394,1,5,5,5,1,1,3,1,2,5,2,2,3,1,0.0,0.0,neutral or dissatisfied
Male,disloyal Customer,22,Business travel,Eco,1538,3,4,3,4,4,3,4,4,1,1,3,2,4,4,0.0,9.0,neutral or dissatisfied
Female,Loyal Customer,17,Business travel,Business,1260,2,2,4,2,4,4,3,4,2,3,3,1,4,4,0.0,0.0,satisfied
Female,disloyal Customer,52,Business travel,Business,2086,2,2,2,3,2,2,2,2,5,4,5,5,4,2,5.0,39.0,neutral or dissatisfied
Female,Loyal Customer,46,Business travel,Business,1681,1,1,3,1,5,5,4,4,4,4,4,5,4,4,16.0,0.0,satisfied
Female,Loyal Customer,45,Business travel,Business,576,1,1,1,1,5,4,3,3,3,4,3,2,3,5,0.0,0.0,satisfied
Female,Loyal Customer,14,Personal Travel,Eco,1628,5,5,5,5,3,2,4,5,5,5,5,5,5,3,0.0,0.0,satisfied
Female,Loyal Customer,24,Business travel,Eco,2096,2,4,4,4,2,2,2,2,1,2,4,2,4,2,17.0,7.0,neutral or dissatisfied
Male,Loyal Customer,45,Business travel,Business,521,4,4,4,4,2,5,5,4,4,4,4,3,4,5,0.0,0.0,satisfied
Male,Loyal Customer,55,Business travel,Business,1478,4,4,4,4,4,4,5,4,4,4,4,4,4,4,18.0,4.0,satisfied
Female,Loyal Customer,35,Personal Travel,Eco,1177,4,2,4,3,3,4,3,3,4,4,3,2,4,3,0.0,6.0,satisfied
Male,Loyal Customer,49,Business travel,Business,446,1,1,1,1,4,5,5,5,5,5,5,4,5,4,58.0,81.0,satisfied
Male,Loyal Customer,47,Business travel,Business,205,0,3,0,3,4,1,4,4,4,4,4,5,4,5,0.0,0.0,satisfied
Female,Loyal Customer,68,Personal Travel,Eco Plus,1072,1,1,1,1,4,5,5,4,4,4,4,3,4,3,0.0,10.0,satisfied
Male,Loyal Customer,10,Personal Travel,Eco,2458,2,3,2,3,1,2,1,1,4,4,3,1,4,1,0.0,0.0,neutral or dissatisfied
Male,Loyal Customer,15,Personal Travel,Business,2047,2,4,2,5,3,2,3,3,3,2,4,4,4,3,64.0,107.0,neutral or dissatisfied
Female,Loyal Customer,32,Business travel,Eco Plus,2664,3,2,3,3,3,3,3,3,3,1,3,4,4,3,72.0,53.0,neutral or dissatisfied
Female,disloyal Customer,49,Business travel,Business,2505,1,0,0,2,4,1,4,4,5,2,4,4,4,4,0.0,0.0,neutral or dissatisfied
Male,Loyal Customer,61,Business travel,Eco,1705,4,4,4,4,4,4,4,4,2,3,4,4,4,4,0.0,0.0,satisfied
Male,Loyal Customer,43,Business travel,Business,272,3,3,3,3,2,4,4,5,5,5,5,3,5,3,4.0,0.0,satisfied
Male,Loyal Customer,55,Business travel,Eco,1456,4,2,2,2,4,4,4,4,3,1,1,5,3,4,14.0,19.0,satisfied
Male,Loyal Customer,57,Personal Travel,Eco,2090,3,5,3,4,5,3,5,5,5,4,5,4,5,5,0.0,0.0,neutral or dissatisfied
Male,Loyal Customer,28,Business travel,Business,3059,1,1,1,1,4,4,4,4,3,2,4,4,5,4,0.0,0.0,satisfied
Female,Loyal Customer,21,Business travel,Business,3959,1,4,2,4,1,1,1,1,1,1,4,1,4,1,4.0,3.0,neutral or dissatisfied
Female,Loyal Customer,49,Personal Travel,Eco,290,4,5,4,4,4,4,4,4,5,2,4,5,4,4,0.0,0.0,satisfied
Male,Loyal Customer,41,Business travel,Eco,2620,4,1,4,1,4,4,4,4,1,1,3,3,1,4,0.0,0.0,satisfied
Male,Loyal Customer,51,Business travel,Business,1949,4,4,4,4,5,4,4,4,4,4,4,5,4,4,0.0,0.0,satisfied
Female,Loyal Customer,31,Business travel,Eco,3717,3,5,5,5,3,4,3,3,2,3,5,2,4,3,5.0,0.0,satisfied
Female,Loyal Customer,48,Personal Travel,Eco,355,4,3,4,4,2,4,3,2,2,4,2,4,2,3,3.0,0.0,satisfied
Female,Loyal Customer,54,Business travel,Eco,351,4,2,2,2,1,4,5,4,4,4,4,1,4,1,0.0,0.0,satisfied
Female,Loyal Customer,50,Personal Travel,Eco,464,5,5,5,5,3,5,4,3,3,4,4,3,3,3,48.0,33.0,satisfied
Female,Loyal Customer,44,Personal Travel,Eco,327,3,3,3,3,3,4,4,4,4,4,4,4,4,3,15.0,2.0,satisfied
Male,Loyal Customer,45,Personal Travel,Eco,1970,3,0,3,1,5,3,5,5,3,3,5,5,4,5,0.0,0.0,neutral or dissatisfied
Male,Loyal Customer,58,Business travel,Business,3322,5,5,5,5,2,3,5,4,4,4,5,1,4,5,0.0,0.0,satisfied
Female,Loyal Customer,36,Business travel,Eco,2100,3,1,5,1,3,3,3,3,2,1,4,3,3,3,24.0,13.0,neutral or dissatisfied
Female,Loyal Customer,24,Business travel,Business,3292,1,5,5,5,1,1,1,1,3,1,2,2,4,1,13.0,0.0,neutral or dissatisfied
Female,Loyal Customer,50,Business travel,Business,638,4,4,2,4,4,4,5,4,4,4,4,3,4,5,0.0,0.0,satisfied
Female,Loyal Customer,62,Personal Travel,Eco,1264,4,4,3,4,5,4,5,4,4,4,4,4,4,5,0.0,0.0,satisfied
Male,Loyal Customer,28,Personal Travel,Eco,1585,3,4,3,4,2,3,2,2,4,4,2,4,2,2,0.0,0.0,neutral or dissatisfied
Male,disloyal Customer,36,Business travel,Eco,2171,1,1,1,4,1,1,2,1,2,1,4,2,3,1,0.0,8.0,neutral or dissatisfied
Male,Loyal Customer,38,Business travel,Business,3735,4,4,4,4,4,4,5,3,3,3,3,5,3,4,5.0,0.0,satisfied
Male,Loyal Customer,41,Business travel,Eco Plus,1362,2,3,3,3,2,2,2,2,4,4,3,4,3,2,6.0,9.0,neutral or dissatisfied
Female,disloyal Customer,29,Business travel,Eco,2184,2,3,2,4,1,2,1,1,2,4,3,4,4,1,0.0,0.0,neutral or dissatisfied
Female,Loyal Customer,23,Business travel,Eco,1327,0,3,0,2,3,0,3,3,3,2,1,4,4,3,0.0,0.0,satisfied
Female,Loyal Customer,33,Business travel,Business,993,4,4,4,4,4,5,4,5,5,5,5,5,5,3,0.0,0.0,satisfied
Male,Loyal Customer,48,Business travel,Business,855,2,2,3,2,2,5,5,5,5,5,5,4,5,3,5.0,0.0,satisfied
Male,Loyal Customer,56,Business travel,Business,1199,3,3,5,3,4,4,4,3,3,3,3,3,3,1,0.0,0.0,neutral or dissatisfied
Male,Loyal Customer,43,Business travel,Business,848,4,4,4,4,4,5,5,5,5,5,5,4,5,4,0.0,0.0,satisfied
Male,Loyal Customer,29,Business travel,Business,4312,4,4,4,4,5,5,5,5,3,4,5,4,4,5,0.0,0.0,satisfied
Male,Loyal Customer,26,Personal Travel,Eco,2047,2,4,2,4,5,2,3,5,3,2,5,3,5,5,9.0,4.0,neutral or dissatisfied
Female,Loyal Customer,8,Personal Travel,Eco,2464,4,2,2,2,5,2,4,4,4,4,4,5,4,5,114.0,104.0,satisfied
Female,Loyal Customer,40,Business travel,Business,3843,0,0,0,3,4,5,5,3,3,3,5,5,3,5,97.0,106.0,satisfied
Female,Loyal Customer,30,Business travel,Business,1677,2,5,5,5,2,2,2,2,4,1,2,3,2,2,0.0,0.0,neutral or dissatisfied
Female,Loyal Customer,37,Business travel,Business,671,2,2,2,2,2,4,4,4,4,4,4,4,4,5,0.0,1.0,satisfied
Male,Loyal Customer,42,Business travel,Eco,2254,5,3,2,3,5,5,5,5,1,2,3,4,1,5,0.0,0.0,satisfied
Male,Loyal Customer,54,Personal Travel,Eco Plus,2349,2,5,2,3,2,2,2,2,4,4,4,3,5,2,38.0,52.0,neutral or dissatisfied
Female,Loyal Customer,39,Business travel,Business,1359,3,3,1,3,4,5,5,2,2,2,2,4,2,5,1.0,0.0,satisfied
Female,disloyal Customer,62,Business travel,Business,1150,3,3,3,3,2,3,2,2,4,5,5,5,5,2,0.0,0.0,neutral or dissatisfied
Male,Loyal Customer,16,Personal Travel,Eco,1883,4,4,4,2,3,4,3,3,5,2,5,5,4,3,0.0,0.0,neutral or dissatisfied
Female,Loyal Customer,47,Business travel,Business,2005,1,1,1,1,4,5,4,5,5,5,5,5,5,3,1.0,18.0,satisfied
Male,Loyal Customer,61,Personal Travel,Eco,3871,3,5,3,5,3,2,5,3,4,4,4,5,5,5,12.0,0.0,neutral or dissatisfied
Male,Loyal Customer,8,Personal Travel,Eco,2048,2,1,2,3,4,2,4,4,3,5,3,4,4,4,7.0,0.0,neutral or dissatisfied
Female,Loyal Customer,41,Business travel,Business,452,2,1,1,1,5,3,4,2,2,2,2,2,2,2,22.0,10.0,neutral or dissatisfied
Male,disloyal Customer,14,Business travel,Eco,2257,3,1,2,4,1,2,1,1,3,1,4,1,4,1,14.0,13.0,neutral or dissatisfied
Female,Loyal Customer,37,Personal Travel,Business,321,1,1,5,1,2,4,4,5,5,5,5,3,5,5,43.0,119.0,satisfied
Male,Loyal Customer,72,Business travel,Eco,2238,3,1,1,1,3,3,3,3,3,3,4,4,4,3,0.0,0.0,neutral or dissatisfied
Female,disloyal Customer,25,Business travel,Eco,2829,1,1,1,4,3,1,3,3,4,2,3,3,4,3,17.0,23.0,neutral or dissatisfied
Male,Loyal Customer,50,Personal Travel,Eco,1703,2,3,2,3,5,2,5,5,4,4,3,5,5,5,0.0,0.0,neutral or dissatisfied
Male,Loyal Customer,35,Business travel,Business,2102,3,3,3,3,3,5,5,5,5,5,5,3,5,3,0.0,0.0,satisfied
Male,Loyal Customer,65,Personal Travel,Eco Plus,2889,4,1,4,2,4,4,5,4,2,5,3,1,2,4,0.0,0.0,neutral or dissatisfied
Female,Loyal Customer,28,Personal Travel,Eco,1787,5,3,4,3,2,2,5,5,5,5,5,1,5,3,0.0,5.0,satisfied
Male,disloyal Customer,56,Personal Travel,Eco,1758,3,1,3,4,3,3,3,3,2,1,4,3,3,3,0.0,0.0,neutral or dissatisfied
Male,Loyal Customer,37,Business travel,Business,2966,5,5,5,5,4,5,3,5,5,5,5,5,5,1,0.0,0.0,satisfied
Male,Loyal Customer,19,Personal Travel,Eco,1543,1,5,1,3,3,1,3,3,4,3,4,5,4,3,5.0,33.0,neutral or dissatisfied
Female,disloyal Customer,26,Business travel,Business,2035,4,0,3,3,5,3,5,5,3,3,5,5,4,5,17.0,4.0,satisfied
Male,disloyal Customer,32,Business travel,Eco Plus,1296,3,3,3,4,3,3,3,3,3,3,3,4,3,3,7.0,0.0,neutral or dissatisfied
Male,Loyal Customer,52,Personal Travel,Eco,2613,1,4,1,5,1,1,1,1,3,2,5,3,4,1,27.0,10.0,neutral or dissatisfied
Female,Loyal Customer,63,Personal Travel,Eco,1283,4,3,3,4,3,3,4,5,5,3,5,1,5,4,35.0,32.0,neutral or dissatisfied
Female,Loyal Customer,30,Business travel,Eco,1258,4,1,1,1,4,3,4,4,1,3,4,1,4,4,8.0,7.0,neutral or dissatisfied
Female,Loyal Customer,56,Business travel,Business,1404,3,3,3,3,2,5,5,5,5,4,5,3,5,4,0.0,0.0,satisfied
Male,disloyal Customer,33,Business travel,Business,1994,3,3,3,5,4,3,4,4,3,4,5,5,5,4,0.0,0.0,neutral or dissatisfied
Female,Loyal Customer,41,Business travel,Eco,1701,5,5,5,5,4,5,4,4,3,2,2,3,5,4,0.0,0.0,satisfied
Female,Loyal Customer,24,Personal Travel,Eco,2013,5,4,4,3,1,4,1,1,4,2,3,3,4,1,0.0,0.0,satisfied
Male,Loyal Customer,57,Business travel,Business,2669,2,2,2,2,4,4,5,5,5,5,5,3,5,4,0.0,0.0,satisfied
Male,disloyal Customer,25,Business travel,Business,2014,2,4,3,3,5,3,5,5,5,2,5,5,4,5,6.0,19.0,neutral or dissatisfied
Female,disloyal Customer,21,Business travel,Eco,2030,3,3,3,3,5,3,5,5,3,1,3,4,4,5,0.0,0.0,neutral or dissatisfied
Female,Loyal Customer,27,Business travel,Business,1299,3,3,3,3,3,3,3,3,1,5,3,1,3,3,0.0,0.0,neutral or dissatisfied
Female,Loyal Customer,27,Business travel,Business,1603,2,1,1,1,2,2,2,2,3,2,3,2,3,2,13.0,53.0,neutral or dissatisfied
Male,Loyal Customer,55,Business travel,Business,546,4,4,4,4,4,4,4,4,4,4,4,3,4,4,30.0,79.0,satisfied
Male,Loyal Customer,68,Business travel,Eco Plus,1762,2,4,4,4,3,2,3,3,4,3,2,4,2,3,70.0,72.0,neutral or dissatisfied
Male,Loyal Customer,35,Business travel,Business,971,4,2,2,2,4,2,2,4,4,4,4,4,4,3,15.0,7.0,neutral or dissatisfied
Female,Loyal Customer,44,Business travel,Business,2493,2,2,2,2,2,2,2,5,2,5,5,2,5,2,0.0,12.0,satisfied
Male,Loyal Customer,34,Personal Travel,Eco,1634,2,4,2,3,3,2,2,3,5,4,1,3,5,3,3.0,23.0,neutral or dissatisfied
Male,Loyal Customer,47,Business travel,Business,317,1,1,1,1,5,2,4,4,4,4,4,5,4,2,0.0,0.0,satisfied
Male,Loyal Customer,42,Business travel,Eco,1454,2,3,3,3,3,2,3,3,4,3,3,4,3,3,93.0,121.0,neutral or dissatisfied
Female,Loyal Customer,42,Business travel,Business,218,0,4,1,1,4,5,5,3,3,3,3,4,3,4,7.0,0.0,satisfied
Male,disloyal Customer,38,Business travel,Eco,1767,1,1,1,3,1,1,1,1,1,4,2,4,5,1,0.0,0.0,neutral or dissatisfied
Female,Loyal Customer,32,Business travel,Business,2603,1,1,1,1,4,4,4,4,5,3,5,4,5,4,12.0,6.0,satisfied
Male,Loyal Customer,47,Business travel,Eco Plus,1683,5,3,2,3,5,5,5,5,2,4,1,5,5,5,0.0,0.0,satisfied
Male,Loyal Customer,48,Personal Travel,Eco,1495,4,4,3,5,1,3,1,1,3,2,4,3,5,1,0.0,0.0,neutral or dissatisfied
Male,disloyal Customer,22,Business travel,Eco,1140,2,3,2,3,2,2,2,2,1,3,4,1,3,2,0.0,0.0,neutral or dissatisfied
Female,Loyal Customer,49,Business travel,Business,3740,5,5,5,5,3,5,5,4,4,4,4,3,4,3,0.0,0.0,satisfied
Male,Loyal Customer,44,Business travel,Business,2466,5,5,5,5,4,3,3,5,5,5,5,4,5,5,0.0,0.0,satisfied
Male,disloyal Customer,23,Business travel,Eco,1735,2,2,2,4,4,2,4,4,4,5,4,3,3,4,0.0,12.0,neutral or dissatisfied
Female,Loyal Customer,50,Business travel,Business,401,3,3,3,3,5,4,4,5,5,5,5,3,5,3,0.0,0.0,satisfied
Male,Loyal Customer,11,Personal Travel,Eco,2660,4,4,5,4,5,5,5,5,4,5,4,4,4,5,25.0,40.0,neutral or dissatisfied
Female,Loyal Customer,12,Personal Travel,Eco,2507,4,3,4,1,4,4,4,4,2,2,4,3,3,4,0.0,0.0,satisfied
Male,Loyal Customer,52,Personal Travel,Eco,1258,2,4,2,1,5,2,5,5,2,3,3,3,1,5,25.0,36.0,neutral or dissatisfied
